,Sold Price,Basement Development,Baths Full,Beds Total,Building Type,Community,Construction Type,Exterior,Front Exposure,Goods Included,Heating Fuel,List Price,Parking,Property Type,Style,Tax Amount,Tot Flr Area A.G. (SF),Total Parking,Yr Built,day_sold,dom,postal_code
1,319000.0,Unfinished,2.0,3.0,Semi Detached,Redstone,Wood Frame,Vinyl,South,"Dishwasher - Energy Star, Microwave Hood Cover, Refridgerator - Energy Star, Stove-Electric",Natural Gas,319000.0,Rear Drive Access,Attached,2 Storey,1.0,1443.0,2.0,2012,10/22/2012,24.0,T3N 0J6
2,980000.0,Fully Finished,3.0,4.0,Semi Detached,Altadore,Wood Frame,"Brick, See Remarks, Stucco",South,"Dishwasher-Built-In, Garage Opener-2 Control, Garburator, Hood Fan, Refrigerator, Stove-Gas",Natural Gas,1095000.0,Double Garage Detached,Attached,2 Storey,3631.0,2273.0,4.0,2012,10/28/2012,25.0,T2T 2W1
3,377500.0,Fully Finished,3.0,4.0,Detached,Copperfield,Wood Frame,"Vinyl, Wood",Southwest,"Dishwasher-Built-In, Dryer, Garage Opener, Garage Opener-2 Control, Microwave Hood Cover, Refrigerator, Stove-Electric, Vacuum System Attachments, Vacuum System-Roughed-In, Washer, Window Coverings-All",Natural Gas,379900.0,Double Garage Detached,Detached,2 Storey,2281.0,1559.0,2.0,2007,10/11/2012,16.0,T2Z 0G6
4,1050000.0,Fully Finished,3.0,5.0,Detached,Bearspaw_Calg,Wood Frame,"Fiber Cement Siding, Stone",,"Air Conditioning-Central, Dishwasher-Built-In, Garage Opener, Garage Opener-2 Control, Garburator, Hood Fan, Oven-Built-In, Oven-Microwave, Refrigerator, Stove-Countertop Gas, Vacuum System Attachments, Vacuum Systems",Natural Gas,1095000.0,"Triple Garage Attached, Over Sized",Detached,Bungalow,6000.0,2062.0,,2008,10/12/2012,14.0,T3R 1K7
5,309900.0,Unfinished,2.0,3.0,Detached,Skyview Ranch,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Oven-Microwave, Refrigerator, Stove-Electric",Natural Gas,309900.0,,Detached,2 Storey,0.0,1335.0,1.0,2011,11/01/2012,38.0,T3N 0K5
6,275000.0,Fully Finished,1.0,3.0,Detached,Dover,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Hood Fan, Refrigerator, Stove-Electric",Natural Gas,274900.0,,Detached,Bi-Level,1300.0,667.0,4.0,1972,10/20/2012,15.0,T2B 2B3
7,313500.0,Unfinished,2.0,3.0,Semi Detached,Copperfield,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Dryer, Microwave Hood Cover, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,319900.0,Double Garage Detached,Attached,2 Storey,1890.0,1469.0,2.0,2007,11/15/2012,42.0,T2Z 0L7
8,419000.0,Partly Finished,3.0,3.0,Detached,Arbour Lake,Wood Frame,"Stone, Vinyl",West,"Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Refrigerator, Storage Shed, Stove-Electric, Window Coverings-All",Natural Gas,424900.0,Double Garage Attached,Detached,2 Sty Split,2376.0,1248.0,2.0,1999,10/06/2012,8.0,T3G 4T7
9,533000.0,Suite,2.0,5.0,Detached,Rosscarrock,Wood Frame,"Stucco, Wood",Southeast,"Dishwasher-Built-In, Dryer-Two, Garage Opener-2 Control, Refrigerators-Two, Storage Shed, Stoves-Two, Washers-Two, Window Coverings-All",Natural Gas,537000.0,Double Garage Detached,Detached,Bungalow,3496.0,1136.0,2.0,1959,10/13/2012,19.0,T2V 4M1
10,342160.0,Suite,2.0,5.0,Detached,Bowness,Wood Frame,Stucco,West,"Dishwasher-Built-In, Dryer-Two, Refrigerators-Two, Storage Shed, Stoves-Two, Washers-Two, Window Coverings-All",Natural Gas,365000.0,,Detached,Bungalow,1683.0,957.0,2.0,1966,10/24/2012,24.0,T3B 2N7
