,Sold Price,Basement Development,Baths Full,Beds Total,Building Type,Community,Construction Type,Exterior,Front Exposure,Goods Included,Heating Fuel,List Price,Parking,Property Type,Style,Tax Amount,Tot Flr Area A.G. (SF),Total Parking,Yr Built,day_sold,dom,postal_code
0,1200000.0,Fully Finished,3.0,4.0,Detached,Shaganappi,Wood Frame,Stone,West,"Dishwasher-Built-In, Dryer, Freezer, Garage Opener-1 Control, Garage Opener-2 Control, Garburator, Hot Water Instant, Humidifier-Power (Furnace), Intercom, Microwave Hood Cover, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,1259000.0,"Triple Garage Detached, 220 Volt Wiring, Over Sized",Detached,2 Storey,6844.0,2556.0,3.0,2007,10/31/2012,41.0,T3C 1J4
2,351000.0,Fully Finished,2.0,4.0,Detached,Shawnessy,Wood Frame,Vinyl,North,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,359900.0,Double Garage Attached,Detached,Bi-Level,2167.0,1134.0,4.0,1989,10/06/2012,19.0,T2Y 2V7
3,165000.0,Fully Finished,1.0,3.0,Semi Detached,Forest Lawn,Wood Frame,Metal,East,None,Natural Gas,172900.0,"Single Garage Detached, Over Sized",Attached,Bi-Level,1267.0,583.0,1.0,1977,10/31/2012,42.0,T2B 1H5
4,337000.0,Unfinished,2.0,3.0,Detached,Saddle Ridge,Wood Frame,Vinyl,North,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Refrigerator, Storage Shed, Stove-Electric, Vacuum System Attachments, Washer, Window Coverings-All",Natural Gas,339900.0,Double Garage Attached,Detached,2 Storey,1923.0,1367.0,2.0,2003,09/21/2012,8.0,T3J 5B7
5,512500.0,Fully Finished,3.0,4.0,Detached,Tuscany,Wood Frame,Vinyl,West,"Alarm/Security System, Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,514900.0,"Double Garage Attached, Insulated",Detached,2 Storey,3033.0,1746.0,4.0,2003,09/21/2012,7.0,T3L 2X3
6,430000.0,Fully Finished,3.0,3.0,Detached,Shawnessy,Wood Frame,"Stone, Vinyl",East,"Alarm/Security System, Dishwasher-Built-In, Freezer, Garage Opener-2 Control, Garburator, Hood Fan, Hot Water Instant, Oven-Microwave, Refrigerator, Storage Shed, Stove-Electric, Vacuum System Attachments, Water Conditioner, Water Softener, Window Coverings-All",Natural Gas,454900.0,Double Garage Attached,Detached,2 Storey,2453.0,1997.0,2.0,1987,10/25/2012,40.0,T2Y 2A9
7,426500.0,Unfinished,2.0,3.0,Detached,Auburn Bay,Wood Frame,Vinyl,North,"Dishwasher-Built-In, Garage Opener, Garage Opener-1 Control, Hood Fan, Refrigerator, Stove-Electric, Vacuum System-Roughed-In, Window Coverings-All",Natural Gas,429900.0,Double Garage Attached,Detached,2 Storey,2747.0,1969.0,5.0,2007,10/16/2012,27.0,T3M 0J9
8,316500.0,,1.0,3.0,Detached,Bridlewood,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Dryer, Hood Fan, Refrigerator, Storage Shed, Stove-Electric, Washer, Window Coverings-All",Natural Gas,322000.0,,Detached,2 Storey,1942.0,1340.0,2.0,2002,10/30/2012,51.0,T2Y 4G2
9,785000.0,Fully Finished,3.0,4.0,Detached,Rocky Ridge,Wood Frame,"Stone, Vinyl",Northeast,"Alarm/Security System, Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Oven-Built-In, Oven-Microwave, Refrigerator, Stove-Countertop Electric, Vacuum System Attachments, Vacuum Systems, Water Softener, Window Coverings-All",Natural Gas,800000.0,"Double Garage Attached, Insulated, Over Sized",Detached,2 Storey,3594.0,2256.0,4.0,2005,10/25/2012,39.0,T3G 4X3
10,281000.0,Fully Finished,2.0,4.0,Detached,Vista Heights,Wood Frame,Stucco,North,"Dryer, Fan-Ceiling, Refrigerator, Stove-Electric, Washer",Natural Gas,288800.0,Rear Drive Access,Detached,Bungalow,1757.0,960.0,2.0,1964,10/25/2012,38.0,T2E 6H3
11,292000.0,Fully Finished,2.0,3.0,Detached,Cumberland,Wood Frame,Vinyl,South,"Dishwasher-Built-In, Dryer, Hood Fan, Oven-Microwave, Refrigerator, Storage Shed, Stove-Electric, Vacuum System-Roughed-In, Washer",Natural Gas,303600.0,,Detached,Bi-Level,2154.0,920.0,2.0,2003,10/11/2012,31.0,T6V 1T6
12,870500.0,Fully Finished,3.0,4.0,Detached,Aspen Woods,Wood Frame,"Cedar, Stone, Stucco",Northwest,"Dishwasher-Built-In, Garage Opener-2 Control, Garburator, Hood Fan, Refrigerator, Stove-Gas, Vacuum System Attachments",Natural Gas,889200.0,Double Garage Attached,Detached,2 Storey,5340.0,2680.0,4.0,2009,10/01/2012,10.0,T3H 0M1
13,367000.0,Fully Finished,3.0,4.0,Detached,Coventry Hills,Wood Frame,Vinyl,Northeast,"Dishwasher-Built-In, Dryer-Two, Garage Opener-2 Control, Hood Fan, Microwave Hood Cover, Refrigerators-Two, Stove-Electric, Vacuum System-Roughed-In, Washers-Two, Window Coverings-All",Natural Gas,370000.0,"Double Garage Detached, Over Sized, RV Parking",Detached,2 Storey,2253.0,1356.0,4.0,1994,10/16/2012,26.0,T3K 4M2
14,235000.0,Unfinished,1.0,4.0,Semi Detached,Sunshine Meadow,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Dryer, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,244900.0,Rear Drive Access,Attached,2 Storey,1700.0,1200.0,1.0,2005,10/01/2012,20.0,T1V 1W5
15,296000.0,Fully Finished,2.0,5.0,Detached,Albert Park/Radisson Heights,Wood Frame,Vinyl,East,"Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Opener-1 Control, Hood Fan, Refrigerators-Two, Stoves-Two, Washer, Window Coverings-All",Natural Gas,299900.0,Single Garage Detached,Detached,Bungalow,1615.0,1037.0,1.0,1956,10/02/2012,12.0,T2A 1B2
16,390000.0,Fully Finished,3.0,3.0,Detached,Summerside,Wood Frame,Vinyl,South,"Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Opener, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Vacuum System Attachments, Washer, Window Coverings-All",Natural Gas,399500.0,Double Garage Detached,Detached,Bi-Level,2830.0,1007.0,8.0,2006,10/29/2012,40.0,T6X 1H4
