,Sold Price,Basement Development,Baths Full,Beds Total,Building Type,Community,Construction Type,Exterior,Front Exposure,Goods Included,Heating Fuel,List Price,Parking,Property Type,Style,Tax Amount,Tot Flr Area A.G. (SF),Total Parking,Yr Built,day_sold,dom,postal_code
1,600000.0,Fully Finished,0.0,1.0,Detached,Glamorgan,Wood Frame,"Brick, Stucco",West,"Air Conditioning-Central, Dishwasher-Built-In, Dryer, Garage Opener-1 Control, Oven-Built-In, Oven-Microwave, Refrigerator, Stove-Countertop Electric, Vacuum System Attachments, Washer, Window Coverings-All",Natural Gas,625000.0,"Double Garage Attached, RV Parking",Detached,Bi-Level,3029.0,1867.0,4.0,1971,07/30/2012,11.0,T3E 5C3
2,480000.0,Fully Finished,2.0,4.0,Detached,Maple Ridge,Wood Frame,Vinyl,Southwest,"Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Vacuum System Attachments, Water Softener, Window Coverings-All",Natural Gas,489900.0,"Single Carport, Double Garage Detached",Detached,Bungalow,2193.0,1195.0,3.0,1968,08/10/2012,16.0,T2J 2H1
3,439500.0,Fully Finished,2.0,3.0,Detached,Somerset,Wood Frame,Vinyl,North,"Alarm/Security System, Dishwasher-Built-In, Dryer, Garage Opener, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Storage Shed, Stove-Electric, Washer, Window Coverings-All",Natural Gas,449500.0,Double Garage Attached,Detached,2 Storey,2315.0,1840.0,4.0,2000,08/04/2012,10.0,T2Y 4B2
4,1650000.0,Fully Finished,4.0,4.0,Detached,Altadore,Wood Frame,"Stone, Stucco",West,"Air Conditioning-Central, Dishwasher-Built-In, Dryer, Fan-Ceiling, Freezer, Garage Opener-2 Control, Garburator, Hood Fan, Humidifier-Power (Furnace), Oven-Microwave, Refrigerators-Two, See Remarks, Stove-Countertop Gas, Vacuum System Attachments, Washer",Natural Gas,1799900.0,"Triple Garage Detached, 220 Volt Wiring, Insulated, Heated, Over Sized",Detached,2 Storey,10485.0,2934.0,6.0,2009,08/31/2012,34.0,T2T 4K8
5,629900.0,Fully Finished,3.0,4.0,Detached,Springbank Hill,Wood Frame,"Stone, Vinyl",Northeast,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,629900.0,Double Garage Attached,Detached,2 Storey,3400.0,2095.0,4.0,2005,07/31/2012,6.0,T3H 0A6
6,1315000.0,Partly Finished,2.0,4.0,Detached,Britannia,Wood Frame,Wood,North,"Alarm/Security System, Dishwasher-Built-In, Dryer, Freezer, Garage Opener-1 Control, Oven-Microwave, Refrigerators-Two, Stove-Countertop Gas, Washer, Water Softener, Window Coverings-All",Natural Gas,1315000.0,Double Garage Detached,Detached,2 Storey,7255.0,2340.0,2.0,1955,07/27/2012,8.0,T2S 1M4
7,436500.0,Unfinished,2.0,4.0,Detached,Evanston,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Refrigerator, Stove-Countertop Electric, Window Coverings-All",Natural Gas,449900.0,Double Garage Attached,Detached,2 Storey,2635.0,2402.0,2.0,2006,10/08/2012,78.0,T3P 1E9
8,333750.0,Partly Finished,2.0,3.0,Detached,Coventry Hills,Wood Frame,Vinyl,Southwest,"Dishwasher-Built-In, Fan-Ceiling, Oven-Microwave, Refrigerator, Storage Shed, Stove-Countertop Electric, Window Coverings-All",Natural Gas,336000.0,"Parking Pad Cement or Paved, No Assigned Parking",Detached,2 Storey,1916.0,1399.0,2.0,2003,08/16/2012,19.0,T3K 5Z8
9,350000.0,Unfinished,2.0,3.0,Detached,Silverado,Wood Frame,"Stone, Vinyl",South,"Dishwasher-Built-In, Dryer, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,359900.0,Rear Drive Access,Detached,2 Storey,1972.0,1555.0,2.0,2007,08/24/2012,32.0,T2X 0E9
10,812900.0,Unfinished,2.0,3.0,Detached,Springbank Hill,Wood Frame,"Stone, Vinyl",South,"Dishwasher-Built-In, Dryer, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer",Natural Gas,812900.0,Triple Garage Attached,Detached,2 Storey,0.0,2687.0,3.0,2012,08/20/2012,22.0,T3H 0S8
11,435000.0,Unfinished,2.0,3.0,Detached,New Brighton,Wood Frame,"See Remarks, Stone, Vinyl",Northwest,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Garburator, Hood Fan, Hot Water Instant, Humidifier-Power (Furnace), Refrigerator, Stove-Electric, Vacuum System-Roughed-In, Washer, Window Coverings-All",Natural Gas,449900.0,Double Garage Attached,Detached,2 Storey,2873.0,2152.0,4.0,2008,08/26/2012,26.0,T2Z 0Z8
12,715000.0,Fully Finished,3.0,4.0,Detached,Tuscany,Wood Frame,"Stone, Stucco",North,"Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Refrigerator, Storage Shed, Stove-Electric, Vacuum System Attachments, Window Coverings-All",Natural Gas,769900.0,Double Garage Attached,Detached,2 Storey,4288.0,2284.0,4.0,2006,09/25/2012,53.0,T3L 3B2
13,325000.0,Fully Finished,1.0,2.0,Detached,Hidden Valley,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Hood Fan, Refrigerator, Storage Shed, Stove-Electric, Window Coverings-All",Natural Gas,333900.0,,Detached,2 Storey,1963.0,1250.0,2.0,1997,09/21/2012,56.0,T3A 5S7
14,349000.0,Fully Finished,1.0,4.0,Detached,Deer Ridge,Wood Frame,Metal,North,"Alarm/Security System, Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Garburator, Microwave Hood Cover, Refrigerator, Stove-Electric, Vacuum System-Roughed-In, Washer, Window Coverings-All",Natural Gas,359000.0,Double Garage Detached,Detached,4 Lvl Split,1911.0,898.0,3.0,1984,09/08/2012,36.0,T2J 7C2
15,786000.0,Fully Finished,3.0,4.0,Detached,Hillhurst,Wood Frame,Wood Shingle,East,"Air Cleaner-Electronic, Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Control, Garage Opener-1 Control, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,799900.0,"Double Garage Detached, Parking Pad Cement or Paved, Rear Drive Access",Detached,2 Storey,4939.0,1959.0,3.0,1911,08/03/2012,9.0,T2N 1Z3
16,275501.0,Fully Finished,3.0,5.0,Detached,Martindale,Wood Frame,Vinyl,East,"Dishwasher-Built-In, Refrigerator, Stove-Electric",Natural Gas,249900.0,Double Garage Detached,Detached,Bi-Level,1745.0,1054.0,2.0,1992,08/11/2012,16.0,T3J 3H5
17,264500.0,Fully Finished,1.0,2.0,Detached,Monterey Park,Wood Frame,Vinyl,Southwest,"Dishwasher-Built-In, Fan-Ceiling, Hood Fan, Refrigerator, Stove-Countertop Electric, Window Coverings-All",Natural Gas,269900.0,,Detached,Bi-Level,1581.0,764.0,4.0,1995,08/11/2012,21.0,T1Y 5A7
18,365000.0,Unfinished,2.0,2.0,Detached,Arbour Lake,Wood Frame,"Stone, Vinyl",Northwest,"Dishwasher-Built-In, Dryer, Garage Opener-1 Control, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,371900.0,Double Garage Attached,Detached,Bungalow,2241.0,1151.0,2.0,2000,08/30/2012,41.0,T3G 4M6
19,289900.0,Fully Finished,3.0,5.0,Detached,Haysboro,Wood Frame,"Stucco, Wood",West,"Dishwasher-Built-In, Dryer, Refrigerator, Storage Shed, Stove-Electric, Washer",Natural Gas,329900.0,,Detached,Bungalow,2608.0,1625.0,2.0,1958,10/05/2012,68.0,T2V 3C5
20,860000.0,Fully Finished,2.0,4.0,Detached,Wildwood,Wood Frame,Wood,Southwest,"Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Humidifier-Power (Furnace), Refrigerator, Storage Shed, Stove-Electric, Water Softener, Window Coverings-All",Natural Gas,869900.0,"Single Garage Attached, Triple Garage Detached, RV Parking",Detached,4 Lvl Split,4380.0,1323.0,8.0,1956,08/15/2012,19.0,T3C 3J4
21,535000.0,Fully Finished,3.0,3.0,Detached,Westgate,Wood Frame,Vinyl,Southeast,"Dishwasher-Built-In, Dryer, Fan-Ceiling, Freezer, Garage Opener-1 Control, Hood Fan, Refrigerator, Stove-Electric, Washer",Natural Gas,549999.0,"Double Garage Detached, Shop",Detached,4 Lvl Split,3001.0,1609.0,3.0,1959,10/27/2012,100.0,T3C 2X4
22,544500.0,Fully Finished,3.0,4.0,Detached,Valley Ridge,Wood Frame,"Stone, Vinyl",West,"Air Conditioning-Central, Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Opener-2 Control, Microwave Hood Cover, Refrigerators-Two, Storage Shed, Stove-Electric, Vacuum System Attachments, Vacuum Systems, Washer, Window Coverings-All",Natural Gas,529900.0,Double Garage Attached,Detached,2 Storey,3011.0,2010.0,4.0,1998,08/11/2012,12.0,T3B 5T5
23,620000.0,Fully Finished,3.0,4.0,Detached,Edgemont,Wood Frame,"Brick, Stucco",West,"Dishwasher-Built-In, Garage Opener-2 Control, Refrigerator, Stove-Electric, Window Coverings-All",Natural Gas,639900.0,"Double Garage Attached, Insulated, Heated, Over Sized",Detached,2 Sty Split,3465.0,2215.0,2.0,1984,09/09/2012,45.0,T3A 3R8
24,342500.0,Unfinished,1.0,3.0,Detached,Royal Oak,Wood Frame,Vinyl,South,"Dishwasher-Built-In, Dryer, Garage Opener-1 Control, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,349900.0,Double Garage Attached,Detached,2 Storey,2014.0,1246.0,4.0,2003,08/19/2012,27.0,T3G 5M2
25,405000.0,Fully Finished,1.0,4.0,Detached,Highwood,Wood Frame,"Stucco, Vinyl",Northeast,"Dishwasher-Built-In, Dryer, Freezer, Garage Opener-1 Control, Garburator, Oven-Microwave, Refrigerator, Storage Shed, Stove-Electric, Washer, Water Softener, Window Coverings-All",Natural Gas,409900.0,Single Garage Detached,Detached,Bungalow,2293.0,1152.0,1.0,1955,09/07/2012,36.0,T2K 2C6
26,333000.0,Fully Finished,2.0,4.0,Detached,Haysboro,Wood Frame,Wood,South,"Dishwasher-Built-In, Dryer, Garage Opener-1 Control, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,339000.0,"Single Garage Detached, RV Parking",Detached,Bungalow,2053.0,925.0,1.0,1958,09/10/2012,46.0,T2V 2Z7
27,474000.0,Fully Finished,2.0,4.0,Detached,Dalhousie,Wood Frame,Vinyl,East,"Air Conditioning-Central, Dishwasher-Built-In, Dryer, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,484900.0,Double Garage Detached,Detached,Bi-Level,2543.0,1257.0,2.0,1968,10/15/2012,77.0,T3A 1E1
28,840000.0,Unfinished,1.0,1.0,Detached,Altadore,Wood Frame,"Cedar, Stucco",Southeast,None,Natural Gas,850000.0,Single Garage Detached,Detached,Bungalow,4106.0,1237.0,2.0,1956,10/22/2012,87.0,T2T 2P9
29,505000.0,Fully Finished,3.0,4.0,Detached,Maple Ridge,Wood Frame,Wood,Northwest,"Dishwasher-Built-In, Fan-Ceiling, Garage Opener-2 Control, Oven-Built-In, Oven-Microwave, Refrigerators-Two, Stove-Countertop Electric, Window Coverings-All",Natural Gas,519500.0,Double Garage Detached,Detached,Bungalow,2531.0,1301.0,4.0,1966,08/31/2012,25.0,T2J 1W9
