,Sold Price,Basement Development,Baths Full,Beds Total,Building Type,Community,Construction Type,Exterior,Front Exposure,Goods Included,Heating Fuel,List Price,Parking,Property Type,Style,Tax Amount,Tot Flr Area A.G. (SF),Total Parking,Yr Built,day_sold,dom,postal_code
1,325000.0,Partly Finished,2.0,3.0,Detached,Saddle Ridge,Wood Frame,Vinyl,East,"Dishwasher-Built-In, Dryer, Garburator, Hood Fan, Refrigerator, Stove-Electric, Vacuum System-Roughed-In, Washer, Window Coverings-All",Natural Gas,326900.0,,Detached,2 Storey,1833.0,1200.0,2.0,2006,07/09/2013,7.0,T3J 0B3
2,608000.0,Unfinished,2.0,3.0,Detached,Valley Ridge,Wood Frame,Vinyl,West,See Remarks,Natural Gas,609900.0,Double Garage Attached,Detached,2 Storey,1270.0,2371.0,4.0,2013,08/23/2013,52.0,T3B 6B2
3,525000.0,Unfinished,1.0,3.0,Detached,Sunnyside,Wood Frame,Wood,East,"Hood Fan, Refrigerator, Stove-Gas, Washer",Natural Gas,535000.0,Double Garage Detached,Detached,2 Storey,3376.0,1456.0,2.0,1912,07/19/2013,14.0,T2N 1T7
4,917500.0,Fully Finished,3.0,4.0,Semi Detached,Altadore,Wood Frame,"Stone, Stucco",West,"Alarm/Security System, Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Opener-2 Control, Garburator, Hood Fan, Oven-Microwave, Refrigerators-Two, Storage Shed, Stove-Gas, Vacuum System Attachments, Washer, Water Softener, Window Coverings-All",Natural Gas,929900.0,Double Garage Detached,Attached,2 Storey,5285.0,1965.0,2.0,2007,07/09/2013,11.0,T2T 4L2
5,740000.0,Fully Finished,2.0,3.0,Detached,Panorama Hills,Wood Frame,"Stone, Stucco",Northeast,"Air Conditioning-Central, Dishwasher-Built-In, Garage Control, Garage Opener-2 Control, Garburator, Oven-Built-In, Oven-Microwave, Refrigerator, Stove-Countertop Electric, Vacuum System-Roughed-In",Natural Gas,789000.0,Double Garage Attached,Detached,Bungalow,4504.0,1658.0,4.0,2002,08/06/2013,33.0,T3K 5P1
6,1285000.0,Fully Finished,4.0,4.0,Detached,Rocky Ridge,Wood Frame,"Stone, Stucco",East,"Air Conditioning-Central, Alarm/Security System, Dishwasher-Built-In, Garage Opener-1 Control, Garage Opener-2 Control, Hood Fan, Oven-Built-In, Oven-Microwave, Refrigerators-Two, Stove-Gas, Water Softener, Window Coverings-All",Natural Gas,1339900.0,Triple Garage Attached,Detached,2 Storey,6224.0,3046.0,6.0,2012,08/19/2013,52.0,T3G 5Z4
7,453200.0,Fully Finished,2.0,3.0,Detached,Maple Ridge,Wood Frame,"Brick, Wood",East,"Dishwasher-Built-In, Dryer, Freezer, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Storage Shed, Stove-Electric, Washer, Window Coverings-All",Natural Gas,450000.0,"Single Garage Attached, RV Parking",Detached,Bungalow,2740.0,1345.0,1.0,1968,07/09/2013,11.0,T2J 1Z1
8,660000.0,Fully Finished,2.0,4.0,Detached,North Glenmore Park,Wood Frame,"Stucco, Wood",East,"Dishwasher-Built-In, Dryer, Garage Opener, Garage Opener-1 Control, Garburator, Oven-Microwave, Refrigerator, See Remarks, Storage Shed, Stove-Electric, Washer, Window Coverings-All",Natural Gas,667500.0,"Double Garage Detached, 220 Volt Wiring",Detached,Bungalow,3815.0,1302.0,2.0,1959,07/28/2013,25.0,T3E 5E4
9,526500.0,"Fully Finished, Suite",3.0,5.0,Detached,Panorama Hills,Wood Frame,"Stone, Vinyl",Southeast,"Dishwasher-Built-In, Dryer-Two, Fan-Ceiling, Garage Opener-2 Control, Microwave Hood Cover, Refrigerators-Two, Stoves-Two, Vacuum System Attachments, Vacuum Systems, Washers-Two, Window Coverings-All",Natural Gas,539750.0,Double Garage Attached,Detached,2 Storey,3296.0,2175.0,4.0,2008,07/22/2013,14.0,T3K 0J1
10,3600000.0,Fully Finished,6.0,6.0,Detached,Elbow Park,Wood Frame,"Stone, Stucco",North,"Alarm/Security System, See Remarks",Natural Gas,3750000.0,Quad or More Attached,Detached,2 Storey,26940.0,6105.0,4.0,2013,08/30/2013,51.0,T2T 2J3
11,1415000.0,Fully Finished,3.0,4.0,Detached,Varsity,Wood Frame,"Brick, Stucco",South,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer, Water Softener, Window Coverings-All",Natural Gas,1439900.0,"Double Garage Attached, Insulated, Over Sized",Detached,2 Storey,7965.0,2948.0,2.0,2003,07/04/2013,6.0,T3A 0A2
