,Sold Price,Basement Development,Baths Full,Beds Total,Building Type,Community,Construction Type,Exterior,Front Exposure,Goods Included,Heating Fuel,List Price,Parking,Property Type,Style,Tax Amount,Tot Flr Area A.G. (SF),Total Parking,Yr Built,day_sold,dom,postal_code
1,687000.0,Fully Finished,3.0,4.0,Detached,Signal Hill,Wood Frame,"Stone, Stucco",North,"Dishwasher-Built-In, Dryer, Garage Opener, Garburator, Refrigerator, Stove-Electric, Vacuum System Attachments, Washer",Natural Gas,699999.0,Double Garage Attached,Detached,2 Sty Split,3692.0,2368.0,4.0,1998,07/06/2012,28.0,T3H 3T7
2,417500.0,Unfinished,2.0,3.0,Detached,Sage Hill,Wood Frame,"Stucco, Vinyl",Northwest,"Dishwasher-Built-In, Dryer, Garage Control, Microwave Hood Cover, Refrigerator, Stove-Electric, Washer",Natural Gas,424900.0,Double Garage Attached,Detached,2 Storey,2440.0,1869.0,4.0,2010,07/12/2012,34.0,T3R 0C9
3,362500.0,Unfinished,2.0,3.0,Detached,Somerset,Wood Frame,"Stone, Vinyl",East,"Alarm/Security System, Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Microwave Hood Cover, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,369900.0,Double Garage Attached,Detached,2 Storey,2131.0,1474.0,4.0,1998,06/15/2012,8.0,T2Y 3M3
4,626000.0,Fully Finished,3.0,3.0,Detached,Arbour Lake,Wood Frame,"Stone, Vinyl",Northeast,"Dishwasher-Built-In, Garage Opener-2 Control, Refrigerator, Storage Shed, Stove-Electric, Vacuum System Attachments, Window Coverings-All",Natural Gas,639000.0,Double Garage Attached,Detached,2 Storey,3346.0,1937.0,2.0,1998,07/01/2012,20.0,T3G 4N5
5,585000.0,Partly Finished,3.0,2.0,Detached,Arbour Lake,Wood Frame,"Brick, Stucco",East,"Air Conditioning-Central, Dishwasher-Built-In, Garage Opener-2 Control, Hood Fan, Refrigerators-Two, Stoves-Two, Window Coverings-All",Natural Gas,639000.0,"Double Garage Attached, Insulated, Over Sized",Detached,Bungalow,3692.0,1700.0,6.0,2002,09/20/2012,106.0,T3G 4T6
6,310000.0,Fully Finished,1.0,3.0,Detached,McKenzie Lake,Wood Frame,Vinyl,North,"Dishwasher-Built-In, Dryer, Refrigerator, Stove-Countertop Electric, Washer, Window Coverings-All",Natural Gas,318000.0,RV Parking,Detached,2 Storey,1825.0,1186.0,2.0,1998,08/03/2012,56.0,T2Z 3N5
7,490000.0,Suite,2.0,4.0,Detached,Richmond,Wood Frame,Stucco,North,"Dryer, Refrigerator, Stove-Electric, Washer",Natural Gas,519000.0,,Detached,Bungalow,2502.0,936.0,2.0,1952,07/12/2012,34.0,T2T 0T1
8,395000.0,Fully Finished,3.0,4.0,Detached,Panorama Hills,Wood Frame,"Stone, Vinyl",South,None,Natural Gas,414900.0,Double Garage Attached,Detached,2 Storey,2389.0,1646.0,4.0,1997,07/27/2012,49.0,T3K 4T4
9,440900.0,Unfinished,2.0,3.0,Detached,Valley Ridge,Wood Frame,Vinyl,North,"Alarm/Security System, Dishwasher-Built-In, Dryer, Garage Opener-1 Control, Garburator, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,449900.0,Double Garage Attached,Detached,2 Storey,2068.0,1673.0,2.0,1997,07/03/2012,25.0,T3B 5S1
10,505000.0,Fully Finished,3.0,4.0,Detached,Royal Oak,Wood Frame,Vinyl,West,"Air Conditioning-Central, Dishwasher-Built-In, Dryer, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,524900.0,Double Garage Attached,Detached,2 Storey,2717.0,2094.0,4.0,2005,08/03/2012,58.0,T3G 5X7
