,Sold Price,Basement Development,Baths Full,Beds Total,Building Type,Community,Construction Type,Exterior,Front Exposure,Goods Included,Heating Fuel,List Price,Parking,Property Type,Style,Tax Amount,Tot Flr Area A.G. (SF),Total Parking,Yr Built,day_sold,dom,postal_code
1,349000.0,Fully Finished,2.0,4.0,Detached,Greenview,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Fan-Ceiling, Garage Opener-1 Control, Refrigerator, Stove-Electric, Vacuum System Attachments, Window Coverings-All",Natural Gas,349900.0,Double Garage Detached,Detached,Bungalow,1995.0,990.0,4.0,1961,06/28/2012,17.0,T2E 3L6
2,347000.0,Fully Finished,4.0,5.0,Detached,Whitehorn,Wood Frame,"Asphalt Shingles, Brick, Wood",North,"Dryer, Garage Opener-2 Control, Hood Fan, Refrigerator, Stove-Electric, Vacuum Systems, Washer, Window Coverings-All",Natural Gas,359800.0,Double Garage Attached,Detached,2 Sty Split,1944.0,1784.0,4.0,1980,08/24/2012,71.0,T1Y 5J7
3,412250.0,Fully Finished,2.0,3.0,Detached,Collingwood,Wood Frame,"Stucco, Wood",Northwest,"Dishwasher-Built-In, Dryer, Refrigerators-Two, Storage Shed, Stove-Electric, Washer, Window Coverings-All",Natural Gas,416000.0,,Detached,Bungalow,2581.0,1001.0,2.0,1958,07/03/2012,11.0,T2L 0P1
4,340000.0,Fully Finished,2.0,3.0,Detached,Southwood,Wood Frame,"Brick, Metal",East,"Alarm/Security System, Dishwasher-Built-In, Refrigerator, Stove-Electric, Window Coverings-All",Natural Gas,349900.0,,Detached,Bi-Level,1966.0,965.0,1.0,1973,08/27/2012,66.0,T2W 1Y7
5,260000.0,Fully Finished,2.0,3.0,Semi Detached,Bowness,Wood Frame,Cedar,North,"Dryer, Freezer, Garage Opener-1 Control, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,264800.0,Double Garage Detached,Attached,Bungalow,1479.0,942.0,2.0,1977,06/29/2012,8.0,T3B 1S5
6,290000.0,"Fully Finished, Suite",2.0,5.0,Detached,Pineridge,Wood Frame,"Brick, Stucco",West,"Dishwasher-Built-In, Dryer, Hood Fan, Refrigerators-Two, Stoves-Two, Washer",Natural Gas,294777.0,,Detached,Bungalow,1598.0,990.0,2.0,1978,07/05/2012,19.0,T1Y 4P2
7,585950.0,Unfinished,2.0,2.0,Detached,McKenzie Lake,Wood Frame,Stucco,South,"Dishwasher-Built-In, Garage Opener-2 Control, Refrigerator, See Remarks, Stove-Electric, Water Softener",Natural Gas,589900.0,Double Garage Attached,Detached,Bungalow,3077.0,2170.0,4.0,1997,07/04/2012,20.0,T2Z 2N9
8,391000.0,Fully Finished,2.0,5.0,Detached,Beddington Heights,Wood Frame,Asphalt Shingles,South,"Dishwasher-Built-In, Oven-Microwave, Refrigerator, Stove-Electric, Vacuum System Attachments, Vacuum Systems, Window Coverings-All",Natural Gas,399900.0,"Double Garage Detached, Over Sized, Parking Pad Cement or Paved, RV Parking",Detached,2 Storey,1949.0,1354.0,8.0,1980,07/21/2012,36.0,T3K 1K6
9,285000.0,Partly Finished,1.0,3.0,Semi Detached,Ranchlands,Wood Frame,"Brick, Metal",West,"Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Opener-2 Control, Hood Fan, Humidifier-Power (Furnace), Refrigerator, Stove-Electric, Vacuum System Attachments, Washer, Window Coverings-All",Natural Gas,295000.0,"Single Garage Detached, Over Sized",Attached,2 Storey,1703.0,1172.0,3.0,1978,07/17/2012,25.0,T3G 1E9
10,257000.0,Partly Finished,2.0,4.0,Detached,Erin Woods,Wood Frame,Vinyl,South,None,Natural Gas,269900.0,,Detached,Bi-Level,1708.0,1161.0,2.0,1993,09/06/2012,77.0,T2B 3G3
11,735000.0,Fully Finished,2.0,3.0,Detached,University Heights,Wood Frame,"Stone, Wood",Northeast,"Hood Fan, Refrigerator, Stove-Electric",Natural Gas,749900.0,Double Garage Attached,Detached,Bungalow,3661.0,1657.0,4.0,1963,06/24/2012,10.0,T2N 4E4
12,600000.0,Fully Finished,3.0,5.0,Detached,Lake Bonavista,Wood Frame,"Brick, Wood",East,"Air Conditioning-Central, Dishwasher-Built-In, Dryer, Freezer, Garage Opener-1 Control, Garburator, Refrigerators-Two, Stove-Electric, Vacuum System Attachments, Vacuum Systems, Washer, Water Softener, Window Coverings-All",Natural Gas,619900.0,Double Garage Attached,Detached,Bungalow,3312.0,2002.0,4.0,1976,08/28/2012,71.0,T2J 5G8
13,342000.0,Fully Finished,3.0,4.0,Detached,Saddle Ridge,Wood Frame,Vinyl,East,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Refrigerator, Stove-Electric, Washer",Natural Gas,349900.0,Double Garage Detached,Detached,2 Storey,1844.0,1440.0,2.0,2006,07/28/2012,37.0,T3J 0B5
14,540000.0,Partly Finished,3.0,4.0,Detached,McKenzie Lake,Wood Frame,Stucco,Northwest,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Refrigerator, Storage Shed, Stove-Electric, Vacuum System Attachments, Washer, Window Coverings-All",Natural Gas,549990.0,Double Garage Attached,Detached,2 Storey,3100.0,2450.0,5.0,1994,08/01/2012,47.0,T2Z 2N7
15,395000.0,Unfinished,2.0,3.0,Detached,Coventry Hills,Wood Frame,Vinyl,Southeast,"Alarm/Security System, Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,409900.0,Double Garage Attached,Detached,2 Storey,2267.0,1810.0,4.0,2006,09/04/2012,74.0,T3K 6L2
16,840000.0,Fully Finished,2.0,4.0,Detached,Rosemont,Wood Frame,"Stone, Stucco",Southeast,"Fan-Ceiling, Garage Opener-2 Control, Garburator, Hood Fan, Humidifier-Power (Furnace), Oven-Built-In, Oven-Microwave, Refrigerator, Stove-Countertop Gas, Vacuum System Attachments, Window Coverings-All",Natural Gas,849900.0,Double Garage Detached,Detached,4 Lvl Split,5200.0,1897.0,2.0,2001,06/27/2012,14.0,T2K 1K8
17,455000.0,Fully Finished,3.0,4.0,Detached,Huntington Hills,Wood Frame,Vinyl,North,"Dishwasher-Built-In, Dryer, Garage Opener-2 Control, Microwave Hood Cover, Refrigerator, Stove-Gas, Washer, Window Coverings-All",Natural Gas,475000.0,"Double Garage Detached, 220 Volt Wiring, Insulated, Over Sized",Detached,Bungalow,2051.0,1270.0,2.0,1969,07/14/2012,23.0,T2K 3Y4
18,803000.0,Fully Finished,3.0,4.0,Semi Detached,Altadore,Wood Frame,"Stone, Stucco",South,"Dishwasher-Built-In, Dryer, Garage Opener, Hood Fan, Oven-Microwave, Refrigerator, Stove-Gas, Washer",Natural Gas,814900.0,Double Garage Detached,Attached,2 Storey,3213.0,1991.0,2.0,2010,07/21/2012,29.0,T2Y 0G9
19,340000.0,Unfinished,1.0,3.0,Detached,Coventry Hills,Wood Frame,Vinyl,West,"Dishwasher-Built-In, Dryer, Fan-Ceiling, Garage Control, Garage Opener-2 Control, Hood Fan, Oven-Microwave, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,349900.0,Double Garage Detached,Detached,2 Storey,2023.0,1347.0,4.0,2003,07/17/2012,33.0,T3K 5T6
20,506000.0,Partly Finished,2.0,3.0,Detached,Oakridge,Wood Frame,"Brick, Wood",Northeast,"Dishwasher-Built-In, Dryer, Hood Fan, Refrigerator, Stove-Electric, Washer, Window Coverings-All",Natural Gas,467900.0,,Detached,Bungalow,2204.0,1331.0,6.0,1972,06/23/2012,4.0,T2V 0K5
21,500000.0,Unfinished,2.0,3.0,Detached,Evergreen,Wood Frame,Vinyl,East,"Dishwasher-Built-In, Hood Fan, Refrigerator, Stove-Electric",Natural Gas,514900.0,Double Garage Attached,Detached,2 Storey,901.0,2442.0,4.0,2012,09/07/2012,79.0,T2Y 0B1
